Category_item,Weight_kg,Volumetric_Weight_kg,Fragility,Moisture_Sens,Shipping_Mode,Distance_km,Packaging_Used,Cost_USD,CO2_Emission_kg_item,Material_ID,Material_Name,Category_material,Density_kg_m3,Tensile_Strength_MPa,Cost_per_kg,CO2_Emission_kg_material,Biodegradable,co2_impact_index,cost_efficiency_index,environmental_impact_score,material_suitability_score,sustainability_score,sustainability_rating,Item_Volume_m3
Beauty,0.69,0.26,3,True,Air,1443,PLA Bioplastic,0.88,2.489,575.0,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,63.51,10.78,20.77,49.94,0.6228213469994537,D,0.00128
Electronics,15.94,8.18,10,True,Road,936,Mushroom Pkg (Mycelium),8.38,7.46,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,62.35,84.04,13.62,3.37,7.404404742701562,A,0.04088
Furniture,71.96,245.7,8,False,Road,110,Wood Crate,99.88,13.514,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,44.38,46.98,27.27,8.92,2.0673266568637088,B,1.2285
Electronics,1.65,0.11,9,True,Air,1417,Mushroom Pkg (Mycelium),2.46,5.845,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,54.12,26.21,16.6,3.72,1.894698681042248,B,0.000532
Furniture,14.78,29.64,5,False,Road,1759,Wood Crate,12.86,26.068,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,46.29,27.23,26.33,13.44,1.2410178032275807,C,0.148225
Electronics,22.42,6.72,9,True,Road,357,Mushroom Pkg (Mycelium),10.77,4.002,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,65.91,82.77,12.34,3.72,8.048945863132428,A,0.0336
Electronics,0.14,0.0,5,True,Air,2409,Honeycomb Paper,1.06,0.843,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,84.87,1.11,7.13,18.57,0.1868162430832758,E,0.0
Home Decor,1.48,1.1,9,False,Air,2777,Mushroom Pkg (Mycelium),2.39,10.275,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,42.76,24.14,20.71,3.08,1.3987445003020522,C,0.005488
Electronics,23.91,6.55,10,True,Road,2714,Mushroom Pkg (Mycelium),11.56,32.446,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,43.36,91.45,20.49,3.37,5.355783047545972,A,0.03276
Home Decor,2.41,1.44,10,False,Air,2158,Mushroom Pkg (Mycelium),2.96,13.002,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,37.46,35.58,22.63,2.79,1.8866989886566947,B,0.0072
Electronics,0.11,0.0,4,True,Air,1285,Corrugated Cardboard,0.84,0.353,114.0,Woven Corrugated Cardboard,Paper,653,7.71,1.03,0.979,Yes,91.68,0.07,4.28,3.99,0.0196261636387468,E,0.0
Furniture,14.79,5.1,10,False,Road,2304,Mushroom Pkg (Mycelium),7.92,17.038,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,52.84,82.5,17.06,2.79,5.803047725495444,A,0.025488
Beauty,0.22,0.04,9,True,Air,2440,Mushroom Pkg (Mycelium),1.89,1.342,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,80.11,3.98,7.2,3.72,0.6633332412037165,D,0.0002
Beauty,0.56,0.21,3,True,Air,1496,PLA Bioplastic,0.82,2.094,575.0,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,66.91,9.3,18.83,49.94,0.5926712377763549,D,0.001029
Beauty,0.76,0.2,5,True,Air,1275,PLA Bioplastic,1.3,2.422,575.0,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,63.19,13.56,20.95,33.25,0.7767064068397896,D,0.001008
Furniture,67.22,264.11,7,False,Road,2245,Wood Crate,107.04,296.463,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,9.78,41.15,44.23,10.05,1.1164367823550356,C,1.320564
Beauty,0.41,0.04,9,True,Road,699,Mushroom Pkg (Mycelium),1.96,0.143,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,97.55,7.7,0.89,3.72,10.38201080672943,A,0.0002
Electronics,24.96,7.34,9,True,Road,2093,Mushroom Pkg (Mycelium),11.78,26.121,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,46.16,84.26,19.48,3.72,5.190554148328842,A,0.03672
Clothing,1.71,3.99,2,True,Air,1970,Kraft Paper Mailer,2.0,19.651,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,27.06,7.76,39.13,52.56,0.2379759714291854,E,0.019926
Electronics,0.12,0.0,4,True,Air,1683,Corrugated Cardboard,0.85,0.505,114.0,Woven Corrugated Cardboard,Paper,653,7.71,1.03,0.979,Yes,89.19,0.13,5.56,3.99,0.0280575489105127,E,0.0
Electronics,0.22,0.02,7,True,Air,1506,Honeycomb Paper,1.49,0.828,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,84.33,2.12,7.38,13.9,0.3447154004450676,E,9.8e-05
Home Decor,1.22,1.18,9,False,Air,2648,Mushroom Pkg (Mycelium),2.29,8.076,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,47.88,20.67,18.86,3.08,1.315164299301999,C,0.00588
Furniture,12.36,5.3,9,False,Road,2374,Styrofoam (EPS),6.74,14.671,105.0,Woven Styrofoam (EPS),Plastic,27,0.52,1.93,3.6,No,36.0,43.66,31.4,0.01,1.1123566524727182,C,0.026505
Clothing,1.79,4.64,2,True,Air,951,Corrugated Cardboard,2.26,11.032,114.0,Woven Corrugated Cardboard,Paper,653,7.71,1.03,0.979,Yes,38.55,5.2,31.58,6.74,0.1975934072959655,E,0.02322
Furniture,70.52,256.82,8,False,Road,1416,Wood Crate,104.33,181.829,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,16.79,47.01,40.79,8.92,1.3829859920817358,C,1.28412
Electronics,0.32,0.02,7,True,Road,767,Honeycomb Paper,1.53,0.123,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,95.76,3.29,2.0,13.9,1.9739990130004927,B,9.6e-05
Electronics,0.15,0.0,5,True,Air,1964,Honeycomb Paper,1.06,0.736,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,86.11,1.24,6.54,18.57,0.227522900990382,E,0.0
Electronics,2.04,0.23,8,True,Air,1825,Mushroom Pkg (Mycelium),2.42,9.307,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,44.61,29.36,20.04,4.15,1.7580837446065996,B,0.00116
Beauty,0.99,0.24,4,True,Air,1794,PLA Bioplastic,1.2,4.44,575.0,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,53.52,15.39,26.45,39.92,0.6982230359840061,D,0.001216
Clothing,1.08,1.23,4,False,Road,488,Styrofoam (EPS),1.29,0.3,105.0,Woven Styrofoam (EPS),Plastic,27,0.52,1.93,3.6,No,74.67,9.56,12.43,0.15,0.6152855498563516,D,0.006138
Furniture,14.89,5.04,9,False,Road,1283,Mushroom Pkg (Mycelium),7.76,9.552,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,59.9,76.24,14.51,3.08,6.305168414530089,A,0.0252
Home Decor,1.1,1.39,9,False,Air,1645,Mushroom Pkg (Mycelium),2.36,5.716,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,54.89,22.93,16.32,3.08,1.6860293084540865,B,0.00696
Beauty,0.77,0.23,5,True,Air,1424,PLA Bioplastic,1.31,2.741,575.0,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,61.6,13.64,21.85,33.25,0.7491075172033173,D,0.001152
Furniture,55.94,237.51,8,False,Road,694,Wood Crate,96.6,82.416,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,28.04,46.96,35.28,8.92,1.5972788662902817,B,1.18755
Electronics,0.14,0.0,6,True,Road,486,Honeycomb Paper,1.26,0.034,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,98.6,1.13,0.66,15.9,2.0545423416025126,B,0.0
Furniture,48.53,309.05,8,False,Road,1803,Wood Crate,125.22,278.609,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,10.99,47.14,43.64,8.92,1.2962419501319444,C,1.545264
Home Decor,2.98,1.25,9,False,Road,639,Mushroom Pkg (Mycelium),2.99,0.952,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,86.26,39.27,4.97,3.08,9.48168823306072,A,0.00624
Electronics,0.2,0.0,6,True,Air,874,Honeycomb Paper,1.28,0.437,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,89.72,1.86,4.84,15.9,0.461156929513031,D,0.0
Clothing,1.1,3.05,3,True,Air,1648,Kraft Paper Mailer,1.82,12.566,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,37.04,9.95,33.78,39.39,0.3534635774581534,E,0.015228
Home Decor,1.13,1.25,10,False,Road,175,Mushroom Pkg (Mycelium),2.5,0.109,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,96.36,21.59,1.32,2.79,19.627257858137984,A,0.00624
Furniture,67.42,354.14,6,False,Road,2791,Wood Crate,142.86,494.202,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,2.13,35.34,47.98,11.5,0.8838682600277563,C,1.77072
Electronics,1.76,0.22,9,True,Air,2437,Mushroom Pkg (Mycelium),2.5,10.723,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,41.76,27.54,21.07,3.72,1.568485924609116,B,0.00108
Furniture,62.45,269.67,7,False,Road,368,Wood Crate,109.27,49.619,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,33.9,41.16,32.41,10.05,1.5239740350517117,B,1.348326
Furniture,11.54,34.99,5,False,Road,2000,Wood Crate,15.0,34.99,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,42.71,27.57,28.09,13.44,1.177785646928243,C,0.174928
Furniture,71.87,278.24,8,False,Road,1407,Wood Crate,112.9,195.742,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,15.72,47.07,41.32,8.92,1.3669893183206845,C,1.3912
Clothing,0.83,1.4,4,False,Air,2825,Kraft Paper Mailer,1.36,9.887,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,42.36,8.03,30.92,31.48,0.3116429394682101,E,0.00702
Clothing,1.16,3.86,4,True,Air,2220,Kraft Paper Mailer,2.34,21.423,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,25.81,13.28,39.8,31.48,0.4004019999898995,D,0.019278
Electronics,2.37,0.23,9,True,Air,1131,Mushroom Pkg (Mycelium),2.75,6.701,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,51.06,33.87,17.71,3.72,2.2949744610404026,B,0.00116
Clothing,1.63,4.56,4,True,Air,2036,Kraft Paper Mailer,2.62,23.21,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,23.64,14.05,40.97,31.48,0.4115206148030116,D,0.02279
Furniture,12.5,6.1,9,False,Road,1437,Mushroom Pkg (Mycelium),6.8,8.981,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,61.14,73.01,14.06,3.08,6.231294009154054,A,0.030495
Electronics,1.57,0.11,7,True,Air,1132,Honeycomb Paper,2.03,4.443,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,55.91,14.01,20.77,13.9,0.8094366485586593,D,0.000567
Furniture,11.67,30.78,5,False,Road,1513,Wood Crate,13.31,23.285,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,48.26,27.32,25.37,13.44,1.292234872202015,C,0.1539
Furniture,13.39,33.6,6,False,Road,842,Wood Crate,14.64,14.146,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,54.16,32.67,22.47,11.5,1.7447262240887305,B,0.168025
Electronics,0.29,0.02,6,True,Air,2460,Honeycomb Paper,1.32,1.784,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,74.63,2.9,11.95,15.9,0.2912133647520197,E,0.000105
Clothing,1.25,3.98,2,True,Air,2742,Kraft Paper Mailer,1.99,27.283,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,20.49,7.78,42.66,52.56,0.2188466896660411,E,0.01989
Electronics,0.33,0.02,6,True,Air,1369,Honeycomb Paper,1.33,1.129,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,80.16,3.36,9.35,15.9,0.4312299004032192,D,9.6e-05
Furniture,14.42,33.42,5,False,Road,1099,Wood Crate,14.37,18.364,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,50.8,27.48,24.12,13.44,1.367164122422715,C,0.16709
Beauty,0.47,0.04,8,True,Air,1420,Mushroom Pkg (Mycelium),1.79,1.668,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,76.68,8.67,8.44,4.15,1.2327012757462943,C,0.0002
Furniture,68.35,287.76,7,False,Road,926,Wood Crate,116.5,133.233,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,21.17,41.19,38.65,10.05,1.2788615451782264,C,1.438803
Furniture,14.93,5.22,10,False,Road,636,Mushroom Pkg (Mycelium),7.97,4.748,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,67.0,82.76,11.94,2.79,8.317587243083148,A,0.0261
Furniture,11.6,32.79,4,False,Road,2999,Wood Crate,13.92,49.169,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,37.84,22.14,30.47,16.15,0.8719395841175064,C,0.163968
Furniture,10.45,38.58,4,False,Road,2081,Wood Crate,16.23,40.142,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,40.88,22.35,28.98,16.15,0.9254658065746788,C,0.19292
Clothing,0.26,0.1,2,False,Road,467,Kraft Paper Mailer,0.5,0.061,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,96.18,1.52,2.05,52.56,0.8897556635338227,C,0.000483
Clothing,0.26,0.1,2,False,Road,114,Kraft Paper Mailer,0.5,0.015,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,96.73,1.52,1.75,52.56,1.042285118694218,C,0.000483
Home Decor,1.23,1.16,9,False,Air,1907,Mushroom Pkg (Mycelium),2.29,5.864,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,54.31,20.85,16.53,3.08,1.513611523677464,B,0.005824
Electronics,0.21,0.0,6,True,Road,87,Honeycomb Paper,1.28,0.009,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,98.22,1.99,0.84,15.9,2.8428537585074305,B,0.0
Furniture,10.3,26.24,4,False,Road,2204,Wood Crate,11.3,28.916,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,45.52,21.81,26.71,16.15,0.9798576945017708,C,0.13122
Clothing,1.85,3.95,3,True,Road,603,Kraft Paper Mailer,2.18,1.191,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,78.43,10.82,11.57,39.39,1.1222125218485288,C,0.019737
Electronics,0.17,0.0,5,True,Air,2773,Honeycomb Paper,1.07,1.179,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,80.87,1.47,9.01,18.57,0.1957824421995069,E,2e-05
Beauty,0.53,0.24,5,True,Air,1123,PLA Bioplastic,1.21,1.488,575.0,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,71.02,9.99,16.49,33.25,0.7269860080663427,D,0.001176
Clothing,0.91,1.49,5,False,Road,521,Kraft Paper Mailer,1.6,0.388,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,87.36,9.17,6.78,26.22,1.6230086101757208,B,0.00744
Beauty,0.71,0.21,4,True,Air,2294,PLA Bioplastic,1.08,4.072,575.0,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,56.63,12.13,24.68,39.92,0.5897892791819579,D,0.001064
Home Decor,2.92,1.05,10,False,Air,2254,Mushroom Pkg (Mycelium),3.17,16.454,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,32.27,40.35,24.51,2.79,1.9755201152378568,B,0.005265
Beauty,0.8,0.21,3,True,Air,1012,PLA Bioplastic,0.92,2.024,575.0,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,64.81,12.03,20.03,49.94,0.7207188856356022,D,0.001064
Clothing,0.94,1.36,4,False,Air,980,Kraft Paper Mailer,1.34,3.332,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,61.19,7.91,20.82,31.48,0.4559077590822402,D,0.006804
Furniture,12.1,34.34,4,False,Road,1077,Wood Crate,14.54,18.492,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,51.17,22.2,23.94,16.15,1.1127819084050996,C,0.17172
Electronics,0.32,0.0,8,True,Air,2985,Mushroom Pkg (Mycelium),1.73,2.388,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,71.37,5.91,10.36,4.15,0.6845559184791585,D,0.0
Furniture,12.16,36.82,4,False,Road,199,Wood Crate,15.53,3.664,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,67.47,22.29,15.95,16.15,1.6769904904708155,B,0.18408
Electronics,16.36,7.02,9,True,Road,359,Mushroom Pkg (Mycelium),8.34,2.937,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,70.21,77.96,10.78,3.72,8.678292330399598,A,0.0351
Electronics,0.19,0.0,4,True,Air,823,Corrugated Cardboard,0.88,0.391,114.0,Woven Corrugated Cardboard,Paper,653,7.71,1.03,0.979,Yes,89.87,0.56,5.21,3.99,0.1289827007710747,E,2e-05
Clothing,0.82,1.46,3,False,Road,190,Wood Crate,1.18,0.139,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,95.6,8.31,2.16,20.22,4.616664529321977,B,0.007308
Furniture,19.23,5.14,9,False,Road,554,Mushroom Pkg (Mycelium),9.49,5.327,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,64.65,80.55,12.79,3.08,7.5574661800261,A,0.025724
Electronics,24.68,7.56,10,True,Road,2228,Mushroom Pkg (Mycelium),11.87,27.494,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,45.51,91.93,19.72,3.37,5.594117363381472,A,0.0378
Furniture,14.33,29.11,6,False,Road,2925,Wood Crate,12.84,42.573,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,39.66,32.26,29.58,11.5,1.308722065289991,C,0.14553
Electronics,1.58,0.21,8,True,Road,698,Mushroom Pkg (Mycelium),2.23,0.551,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,91.07,24.57,3.23,4.15,9.12817054855401,A,0.001026
Clothing,0.81,1.5,4,False,Air,1263,Kraft Paper Mailer,1.4,4.736,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,56.1,8.38,23.55,31.48,0.427006351294847,D,0.007488
Furniture,10.1,34.59,5,False,Road,2671,Wood Crate,14.84,46.195,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,38.88,27.54,29.96,13.44,1.1030707241965712,C,0.172935
Electronics,1.57,0.12,8,True,Road,316,Mushroom Pkg (Mycelium),2.23,0.248,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,93.93,24.41,2.2,4.15,13.314539402482088,A,0.00058
Clothing,1.67,3.24,3,True,Air,2864,Kraft Paper Mailer,1.9,23.198,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,23.62,10.14,40.98,39.39,0.2969253221833743,E,0.0162
Clothing,0.2,0.09,2,False,Air,2379,Kraft Paper Mailer,0.48,1.19,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,79.98,1.08,10.74,52.56,0.1206703798258492,E,0.000432
Electronics,0.32,0.02,6,True,Air,1689,Honeycomb Paper,1.33,1.351,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,78.12,3.24,10.31,15.9,0.3771095657507696,D,0.000105
Electronics,0.3,0.02,6,True,Air,869,Honeycomb Paper,1.32,0.652,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,85.75,3.02,6.71,15.9,0.540089338287729,D,0.000112
Electronics,2.31,0.23,7,True,Air,849,Honeycomb Paper,2.32,4.903,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,52.54,18.24,22.36,13.9,0.9788908327866352,C,0.00116
Clothing,0.24,0.17,1,False,Road,600,Kraft Paper Mailer,0.3,0.072,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,96.29,1.01,1.99,78.9,0.6090449200779297,D,0.000828
Electronics,17.54,6.66,9,True,Road,2472,Mushroom Pkg (Mycelium),8.82,21.679,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,49.34,79.04,18.33,3.72,5.17446780281136,A,0.03328
Electronics,0.15,0.0,5,True,Road,531,Honeycomb Paper,1.06,0.04,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,98.41,1.24,0.75,18.57,1.9839973546701937,B,2e-05
Electronics,0.36,0.02,6,True,Air,1618,Honeycomb Paper,1.34,1.456,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,76.91,3.69,10.88,15.9,0.4069852567109139,D,9.1e-05
Furniture,69.22,334.08,5,False,Road,1120,Wood Crate,134.63,187.085,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,16.42,29.37,40.97,13.44,0.8602391784173987,C,1.6704
Clothing,1.2,3.56,4,True,Air,1650,Kraft Paper Mailer,2.22,14.685,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,33.71,12.89,35.56,31.48,0.4349831148767403,D,0.017784
Electronics,2.07,0.24,9,True,Air,854,Mushroom Pkg (Mycelium),2.63,4.419,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,59.08,30.87,14.81,3.72,2.5012827480565334,B,0.001218
Electronics,0.14,0.0,4,True,Air,2169,Corrugated Cardboard,0.86,0.759,114.0,Woven Corrugated Cardboard,Paper,653,7.71,1.03,0.979,Yes,85.51,0.25,7.45,3.99,0.0402684509706777,E,2e-05
Electronics,0.17,0.0,6,True,Air,1349,Honeycomb Paper,1.27,0.573,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,88.08,1.5,5.62,15.9,0.3202846405187472,E,2e-05
Clothing,0.84,1.43,3,False,Road,298,Kraft Paper Mailer,1.17,0.213,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,89.13,7.08,5.83,39.39,1.4572896299674734,B,0.007161
Electronics,0.28,0.02,7,True,Air,1889,Honeycomb Paper,1.51,1.322,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,78.66,2.84,10.05,13.9,0.3391044438702045,E,8.4e-05
Furniture,12.84,5.67,9,False,Road,479,Mushroom Pkg (Mycelium),6.94,3.075,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,71.39,73.49,10.35,3.08,8.52057888690059,A,0.02835
Electronics,15.44,6.25,9,True,Road,2750,Mushroom Pkg (Mycelium),7.98,21.23,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,49.85,76.88,18.15,3.72,5.082974926557855,A,0.031248
Electronics,0.28,0.0,7,True,Air,2464,Honeycomb Paper,1.51,1.725,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,75.17,2.84,11.7,13.9,0.2912820263861516,E,0.0
Electronics,0.13,0.01,5,True,Air,1554,Honeycomb Paper,1.05,0.505,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,89.49,1.0,4.95,18.57,0.2424241934496578,E,2.5e-05
Electronics,24.89,8.38,10,True,Road,532,Mushroom Pkg (Mycelium),11.96,6.621,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,61.31,92.02,14.0,3.37,7.887428008040856,A,0.04189
Clothing,1.23,3.78,4,True,Road,702,Kraft Paper Mailer,2.31,1.327,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,80.49,13.17,10.47,31.48,1.509455443222976,B,0.0189
Electronics,0.16,0.0,4,True,Air,1384,Corrugated Cardboard,0.86,0.554,114.0,Woven Corrugated Cardboard,Paper,653,7.71,1.03,0.979,Yes,87.94,0.38,6.2,3.99,0.073548375234133,E,0.0
Electronics,0.19,0.01,6,True,Air,991,Honeycomb Paper,1.28,0.471,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,89.33,1.73,5.03,15.9,0.412723575999289,D,2.5e-05
Electronics,0.19,0.0,4,True,Air,1666,Corrugated Cardboard,0.88,0.791,114.0,Woven Corrugated Cardboard,Paper,653,7.71,1.03,0.979,Yes,84.52,0.56,7.96,3.99,0.0844220999469723,E,0.0
Beauty,0.98,0.24,3,True,Road,680,PLA Bioplastic,0.99,0.333,575.0,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,82.31,13.79,10.07,49.94,1.6432967583617917,B,0.001216
Electronics,0.14,0.0,6,True,Air,2782,Honeycomb Paper,1.26,0.974,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,83.33,1.13,7.85,15.9,0.172738831498238,E,2e-05
Beauty,0.34,0.04,9,True,Air,1343,Mushroom Pkg (Mycelium),1.94,1.142,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,81.95,6.34,6.53,3.72,1.1650840482260263,C,0.0002
Electronics,2.21,0.13,9,True,Air,1188,Mushroom Pkg (Mycelium),2.68,6.564,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,51.55,32.38,17.53,3.72,2.216542942581692,B,0.00064
Furniture,74.31,272.34,6,False,Road,2237,Wood Crate,110.14,304.612,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,9.28,35.25,44.48,11.5,0.950989187252941,C,1.361724
Furniture,67.45,325.56,7,False,Road,795,Wood Crate,131.62,129.41,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,21.59,41.25,38.44,10.05,1.2877210903298364,C,1.627808
Electronics,2.44,0.12,9,True,Road,203,Mushroom Pkg (Mycelium),2.78,0.248,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,92.4,34.5,2.75,3.72,15.054539980167275,A,0.000609
